,Block,ForwardAsset,ForwardQuantity,BackwardAsset,BackwardQuantity,Timestamp,PricePerPepe
0,428940,RAREPEPE,1.0,USD,6.66,1473403689,6.66
1,429221,SHITCOINCARD,230.0,USD,44.988,1473561677,0.1956
2,429221,RAREPEPE,10.0,USD,48.9,1473561677,4.89
3,429228,SHITCOINCARD,3.0,USD,0.5868,1473567368,0.1956
4,429228,RAREPEPE,1.0,USD,4.89,1473567368,4.89
5,429398,SHITCOINCARD,12.0,USD,2.4912,1473654430,0.2076
6,429398,RAREPEPE,2.0,USD,10.38,1473654430,5.19
7,429403,RAREPEPE,1.0,USD,5.19,1473656361,5.19
8,429403,SHITCOINCARD,755.0,USD,156.738,1473656361,0.2076
9,429466,RAREPEPE,1.0,USD,5.655,1473687080,5.655
10,429480,RAREPEPE,45.0,USD,254.475,1473691446,5.655
11,429481,RAREPEPE,1.0,USD,5.655,1473694402,5.655
12,429482,RAREPEPE,5.0,USD,28.275,1473695122,5.654999999999999
13,429509,RAREPEPE,10.0,USD,56.55,1473710289,5.654999999999999
14,429509,SHITCOINCARD,10.0,USD,3.393,1473710289,0.3393
15,429512,SHITCOINCARD,10.0,USD,3.393,1473711119,0.3393
16,429512,RAREPEPE,10.0,USD,56.55,1473711119,5.654999999999999
17,429516,SHITCOINCARD,22.0,USD,7.4646,1473713394,0.3393
18,429533,RAREPEPE,6.0,USD,33.93,1473726309,5.655
19,429534,SHITCOINCARD,5.0,USD,1.6965,1473726688,0.3393
20,429535,SHITCOINCARD,8.0,USD,2.7144,1473727016,0.3393
21,429550,SHITCOINCARD,22.0,USD,7.4646,1473738827,0.3393
22,429550,RAREPEPE,2.0,USD,11.31,1473738827,5.655
23,429557,RAREPEPE,3.0,USD,16.965,1473742191,5.655
24,429557,SHITCOINCARD,40.0,USD,13.572,1473742191,0.3393
25,429557,RAREPEPE,3.0,USD,16.965,1473742191,5.655
26,429558,SHITCOINCARD,75.0,USD,25.4475,1473742335,0.33930000000000005
27,429558,RAREPEPE,15.0,USD,84.825,1473742335,5.655
28,429560,RAREPEPE,22.0,USD,124.41,1473744990,5.655
29,429560,RAREPEPE,10.0,USD,56.55,1473744990,5.654999999999999
30,429574,RAREPEPE,10.0,USD,76.6,1473753037,7.659999999999999
31,429575,SHITCOINCARD,35.0,USD,12.0645,1473754011,0.3447
32,429577,SHITCOINCARD,773.0,USD,266.4531,1473754842,0.3447
33,429577,RAREPEPE,39.0,USD,298.74,1473754842,7.66
34,429605,GOXPEPE,1.0,USD,1.149,1473771564,1.149
35,429605,GOXPEPE,75.0,USD,86.175,1473771564,1.149
36,429680,GOXPEPE,1.0,USD,1.149,1473803941,1.149
37,429686,RAREPEPE,5.0,USD,38.3,1473806821,7.659999999999999
38,429770,GURUPEPE,4.0,USD,4.81,1473857318,1.2025
39,429779,RAREPEPE,12.0,USD,115.44,1473859317,9.62
40,429784,RAREPEPE,82.0,USD,788.8399999999998,1473863194,9.619999999999997
41,429786,RAREPEPE,1.0,USD,9.62,1473864004,9.62
42,429859,GOXPEPE,2.0,USD,2.886,1473901423,1.443
43,429956,RAREPEPE,1.0,USD,11.075,1473960476,11.075
44,429980,PEPENATION,3.0,USD,1.329,1473973953,0.443
45,429997,DANKPEPE,2.0,USD,4.43,1473979033,2.215
46,430003,DANKPEPE,1.0,USD,2.215,1473983113,2.215
47,430075,GOXPEPE,3.0,USD,4.815,1474027707,1.6050000000000002
48,430091,DANKPEPE,1.0,USD,0.66875,1474032977,0.66875
49,430110,PEPENATION,10.0,USD,5.35,1474041984,0.5349999999999999
50,430123,RAREPEPE,1.0,USD,9.3625,1474052592,9.3625
51,430123,RAREPEPE,1.0,USD,9.3625,1474052592,9.3625
52,430155,RAREPEPE,2.0,USD,18.725,1474074958,9.3625
53,430167,PEPEPARTY,1.0,USD,1.07,1474080252,1.07
54,430253,GOXPEPE,1.0,USD,1.575,1474124448,1.575
55,430253,PEPENATION,1.0,USD,0.525,1474124448,0.525
56,430253,DANKPEPE,1.0,USD,0.65625,1474124448,0.65625
57,430253,GURUPEPE,1.0,USD,1.3125,1474124448,1.3125
58,430253,PEPEPARTY,1.0,USD,1.05,1474124448,1.05
59,430404,BUPEPE,10.0,USD,0.484,1474217754,0.0484
60,430525,LOVEPEPETATO,1.0,USD,4.33,1474289633,4.33
61,430533,RAREPEPE,1.0,USD,9.7425,1474294852,9.7425
62,430534,GOXPEPE,1.0,USD,1.2990000000000002,1474295155,1.2990000000000002
63,430534,TRUMPRARE,1.0,USD,0.0866,1474295155,0.0866
64,430546,GOXPEPE,200.0,USD,259.8,1474299962,1.2990000000000002
65,430547,SHITCOINCARD,400.0,USD,207.84,1474300077,0.5196000000000001
66,430548,KEISERPEPE,1.0,USD,1.2990000000000002,1474302711,1.2990000000000002
67,430553,SHITCOINCARD,1.0,USD,0.5196,1474305731,0.5196
68,430575,RAREPEPE,2.0,USD,30.31,1474322397,15.155
69,430575,RAREPEPE,1.0,USD,15.155,1474322397,15.155
70,430576,DANKPEPE,5.0,USD,2.70625,1474323655,0.54125
71,430576,TRUMPRARE,5.0,USD,4.1135,1474323655,0.8227
72,430576,GOXPEPE,5.0,USD,6.495,1474323655,1.299
73,430576,SHITCOINCARD,10.0,USD,5.196000000000001,1474323655,0.5196000000000001
74,430576,LOVEPEPETATO,3.0,USD,12.99,1474323655,4.33
75,430577,BUPEPE,200.0,USD,8.66,1474324356,0.0433
76,430577,PEPENATION,5.0,USD,2.165,1474324356,0.433
77,430577,PEPEPARTY,5.0,USD,4.33,1474324356,0.866
78,430579,GOXPEPE,10.0,USD,12.99,1474325409,1.299
79,430597,KEISERPEPE,5.0,USD,6.495,1474335821,1.299
80,430684,HYIPPEPE,5.0,USD,2.62,1474384885,0.524
81,430686,BUPEPE,1.0,USD,0.0524,1474386325,0.0524
82,430696,RAREPEPE,1.0,USD,10.48,1474390834,10.48
83,430759,HYIPPEPE,45.0,USD,23.58,1474429343,0.5239999999999999
84,430965,RAREPEPE,10.0,USD,128.25,1474541985,12.825
85,430966,SHITCOINCARD,21.0,USD,11.8503,1474543193,0.5643
86,430985,LOVEPEPETATO,2.0,USD,10.26,1474552377,5.13
87,430985,HYIPPEPE,10.0,USD,7.438499999999999,1474552377,0.7438499999999999
88,430986,PEPEJOINTSPH,1000.0,USD,15.902999999999999,1474553293,0.015902999999999997
89,430986,STILLPEPE,50.0,USD,25.65,1474553293,0.513
90,430986,PEPEPARTY,93.0,USD,95.41799999999999,1474553293,1.026
91,430986,PEPETRATION,1.0,USD,3.8475,1474553293,3.8475
92,430996,LOVEPEPETATO,1.0,USD,5.13,1474557200,5.13
93,430996,PEPETRATION,3.0,USD,11.5425,1474557200,3.8475
94,430997,RAREPEPE,1.0,USD,15.39,1474557289,15.39
95,430998,HYIPPEPE,2.0,USD,1.4876999999999998,1474557676,0.7438499999999999
96,430999,HYIPPEPE,20.0,USD,14.877,1474558360,0.74385
97,430999,RAREPEPE,1.0,USD,15.39,1474558360,15.39
98,430999,PEPEPARTY,2.0,USD,5.13,1474558360,2.565
99,431001,HYIPPEPE,45.0,USD,34.6275,1474559764,0.7695
100,431001,HYIPPEPE,5.0,USD,3.71925,1474559764,0.74385
101,431001,HYIPPEPE,8.0,USD,5.950799999999999,1474559764,0.7438499999999999
102,431004,RAREPEPE,4.0,USD,61.56,1474561370,15.39
103,431006,RAREPEPE,10.0,USD,179.54999999999995,1474561731,17.954999999999995
104,431007,SHITCOINCARD,2.0,USD,1.0773,1474562820,0.53865
105,431007,GOXPEPE,56.0,USD,86.184,1474562820,1.539
106,431015,RAREPEPE,2.0,USD,41.04,1474567285,20.52
107,431018,DANKPEPE,42.0,USD,26.9325,1474568811,0.64125
108,431018,GOXPEPE,4.0,USD,6.156000000000001,1474568811,1.5390000000000001
109,431019,SHITCOINCARD,2.0,USD,1.0773,1474568935,0.53865
110,431040,HYIPPEPE,5.0,USD,3.8475,1474587671,0.7695000000000001
111,431040,STILLPEPE,5.0,USD,2.565,1474587671,0.513
112,431040,PEPETRATION,3.0,USD,11.5425,1474587671,3.8475
113,431043,LOVEPEPETATO,3.0,USD,15.39,1474588699,5.13
114,431044,LOVEPEPETATO,1.0,USD,5.13,1474589037,5.13
115,431047,HYIPPEPE,45.0,USD,46.17,1474589532,1.026
116,431048,BUPEPE,100.0,USD,5.13,1474589912,0.0513
117,431048,DANKPEPE,1.0,USD,0.64125,1474589912,0.64125
118,431048,TRUMPRARE,1.0,USD,5.13,1474589912,5.13
119,431048,GOXPEPE,1.0,USD,1.5390000000000001,1474589912,1.5390000000000001
120,431053,DANKPEPE,30.0,USD,38.475,1474593050,1.2825
121,431054,LOVEPEPETATO,1.0,USD,5.13,1474593881,5.13
122,431054,BUPEPE,658.0,USD,33.7554,1474593881,0.051300000000000005
123,431054,GOXPEPE,4.0,USD,6.156000000000001,1474593881,1.5390000000000001
124,431054,RAREPEPE,3.0,USD,61.56,1474593881,20.52
125,431054,BUPEPE,30.0,USD,1.5390000000000001,1474593881,0.051300000000000005
126,431056,LOVEPEPETATO,4.0,USD,20.52,1474594913,5.13
127,431056,PEPEPARTY,1.0,USD,2.565,1474594913,2.565
128,431056,LOVEPEPETATO,9.0,USD,46.17,1474594913,5.13
129,431057,STILLPEPE,1.0,USD,0.513,1474595071,0.513
130,431058,STILLPEPE,10.0,USD,5.13,1474595577,0.513
131,431058,GOXPEPE,2.0,USD,3.0780000000000003,1474595577,1.5390000000000001
132,431065,HYIPPEPE,1.0,USD,1.026,1474601358,1.026
133,431085,GOXPEPE,30.0,USD,46.17,1474613877,1.5390000000000001
134,431107,GOXPEPE,60.0,USD,95.4,1474629111,1.59
135,431118,DANKPEPE,5.0,USD,9.275,1474635033,1.855
136,431118,PEPEPARTY,7.0,USD,7.419999999999999,1474635033,1.0599999999999998
137,431152,LUCKYPEPE,100.0,USD,4.24,1474656371,0.0424
138,431157,RAREPEPE,1.0,USD,26.5,1474660674,26.5
139,431174,DARKPILLPEPE,1.0,USD,10.07,1474671402,10.07
140,431177,RAREPEPE,1.0,USD,53.0,1474674076,53.0
141,431177,GOXPEPE,1.0,USD,1.59,1474674076,1.59
142,431180,DANKPEPE,5.0,USD,9.275,1474675591,1.855
143,431180,BUPEPE,10.0,USD,2.65,1474675591,0.265
144,431180,GURUPEPE,5.0,USD,5.3,1474675591,1.06
145,431180,PEPEPARTY,4.0,USD,10.6,1474675591,2.65
146,431180,PEPENATION,10.0,USD,6.3599999999999985,1474675591,0.6359999999999999
147,431180,HYIPPEPE,4.0,USD,4.24,1474675591,1.06
148,431180,HYIPPEPE,6.0,USD,7.949999999999998,1474675591,1.3249999999999997
149,431184,GOXPEPE,3.0,USD,4.77,1474679762,1.5899999999999999
150,431267,PEPEBROS,3.0,USD,8.3325,1474728810,2.7775
151,431272,RAREPEPE,1.0,USD,25.25,1474730724,25.25
152,431285,RAREPEPE,1.0,USD,75.75,1474735769,75.75
153,431292,PEPEBROS,2.0,USD,5.5550000000000015,1474738809,2.7775000000000007
154,431300,RAREPEPE,1.0,USD,90.9,1474742499,90.9
155,431300,RAREPEPE,1.0,USD,90.9,1474742499,90.9
156,431305,TRUMPRARE,1.0,USD,4.9994999999999985,1474743975,4.9994999999999985
157,431307,GOXPEPE,15.0,USD,22.725,1474744578,1.5150000000000001
158,431313,GOXPEPE,150.0,USD,227.25,1474747644,1.515
159,431314,RAREPEPE,3.0,USD,272.7,1474749450,90.89999999999999
160,431314,TRUMPRARE,7.0,USD,34.9965,1474749450,4.999499999999999
161,431318,GURUPEPE,1.0,USD,1.01,1474750235,1.01
162,431318,BUPEPE,2.0,USD,1.01,1474750235,0.505
163,431318,KEISERPEPE,2.0,USD,0.7070000000000001,1474750235,0.35350000000000004
164,431319,RAREPEPE,1.0,USD,95.95,1474750656,95.95
165,431319,RAREPEPE,1.0,USD,101.0,1474750656,101.0
166,431319,RAREPEPE,1.0,USD,151.5,1474750656,151.5
167,431320,PEPENATION,1.0,USD,0.606,1474751273,0.606
168,431325,PEPEBROS,5.0,USD,13.8875,1474753281,2.7775
169,431327,LUCKYPEPE,150.0,USD,6.06,1474753980,0.0404
170,431335,RAREPEPE,1.0,USD,151.5,1474756812,151.5
171,431338,RAREPEPE,1.0,USD,176.75,1474757952,176.75
172,431413,GOXPEPE,100.0,USD,151.5,1474790242,1.515
173,431447,CHERPEPEFOIL,2.0,USD,19.19,1474805178,9.595
174,431452,PEPEBONGSPHP,1.0,USD,0.12625,1474806273,0.12625
175,431465,RAREPEPE,1.0,USD,126.25,1474814552,126.25
176,431467,TLCPEPE,3.0,USD,3.7875,1474816580,1.2625
177,431473,SHITCOINCARD,6.0,USD,3.1815,1474818593,0.53025
178,431473,SHITCOINCARD,312.0,USD,173.31599999999997,1474818593,0.5554999999999999
179,431473,SHITCOINCARD,5.0,USD,2.2725,1474818593,0.4545
180,431477,GURUPEPE,5.0,USD,5.05,1474820686,1.01
181,431495,DASHPEPE,1.0,USD,0.5555,1474828654,0.5555
182,431496,DASHPEPE,1.0,USD,0.5555,1474829274,0.5555
183,431496,DASHPEPE,8.0,USD,4.444,1474829274,0.5555
184,431497,CHERPEPEFOIL,1.0,USD,15.15,1474829939,15.15
185,431497,PEPEGUN,1.0,USD,4.545,1474829939,4.545
186,431497,PEPEVIAGRA,1.0,USD,5.05,1474829939,5.05
187,431497,PEPEBOY,50.0,USD,12.625,1474829939,0.2525
188,431497,DASHPEPE,1.0,USD,0.5555,1474829939,0.5555
189,431499,DAOPEPEHACK,3.0,USD,6.06,1474830340,2.02
190,431516,PEPEBOY,2.0,USD,0.505,1474838281,0.2525
191,431516,CHERPEPEFOIL,1.0,USD,15.15,1474838281,15.15
192,431516,PEPEBROS,3.0,USD,9.09,1474838281,3.03
193,431516,PEPEBOY,48.0,USD,12.12,1474838281,0.2525
194,431519,DASHPEPE,2.0,USD,29.29,1474839703,14.645
195,431520,PEPEBOY,2.0,USD,0.505,1474840208,0.2525
196,431522,PEPEGUN,1.0,USD,4.5955,1474842248,4.5955
197,431523,PEPEVIAGRA,1.0,USD,5.5550000000000015,1474844674,5.5550000000000015
198,431529,DARKPILLPEPE,1.0,USD,9.8475,1474847190,9.8475
199,431529,PEPEBROS,7.0,USD,21.21,1474847190,3.0300000000000002
200,431530,PEPEBROS,9.0,USD,31.815,1474847959,3.535
201,431530,LUCKYPEPE,180.0,USD,8.181000000000001,1474847959,0.045450000000000004
202,431530,PEPEBROS,1.0,USD,3.535,1474847959,3.535
203,431530,STILLPEPE,3.0,USD,4.9994999999999985,1474847959,1.6664999999999994
204,431530,PEPEBROS,10.0,USD,32.825,1474847959,3.2825
205,431530,DAOPEPEHACK,3.0,USD,6.06,1474847959,2.02
206,431530,RAREPEPE,1.0,USD,126.25,1474847959,126.25
207,431531,HARDPEPEFORK,1.0,USD,4.545,1474848932,4.545
208,431533,RAREPEPE,1.0,USD,121.2,1474849678,121.2
209,431535,HARDPEPEFORK,2.0,USD,9.09,1474851411,4.545
210,431535,DASHPEPE,1.0,USD,14.645,1474851411,14.645
211,431542,DASHPEPE,1.0,USD,19.695,1474855004,19.695
212,431542,RAREPEPE,1.0,USD,126.25,1474855004,126.25
213,431542,HAIRPEPE,3.0,USD,9.8475,1474855004,3.2825
214,431543,PEPEKACHU,1.0,USD,5.05,1474855408,5.05
215,431544,ONLYONEPEPE,1.0,USD,505.0,1474855677,505.0
216,431544,DARKPILLPEPE,1.0,USD,14.645,1474855677,14.645
217,431544,DARKPILLPEPE,1.0,USD,9.898,1474855677,9.898
218,431544,HAIRPEPE,7.0,USD,22.9775,1474855677,3.2824999999999998
219,431545,DASHPEPE,1.0,USD,23.735,1474857185,23.735
220,431552,HAIRPEPE,3.0,USD,9.696,1474859333,3.2319999999999998
221,431552,PEPEKACHU,1.0,USD,5.05,1474859333,5.05
222,431554,TRUMPRARE,1.0,USD,25.25,1474860295,25.25
223,431554,PEPEVIAGRA,1.0,USD,6.06,1474860295,6.06
224,431554,CHERPEPEFOIL,1.0,USD,14.645,1474860295,14.645
225,431554,HAIRPEPE,1.0,USD,3.232,1474860295,3.232
226,431557,HARDPEPEFORK,1.0,USD,4.545,1474861622,4.545
227,431557,HAIRPEPE,2.0,USD,6.464,1474861622,3.232
228,431557,GOXPEPE,1.0,USD,1.515,1474861622,1.515
229,431584,DASHPEPE,1.0,USD,32.339,1474874800,32.339
230,431585,DARKPILLPEPE,1.0,USD,16.834,1474875526,16.834
231,431587,CHERPEPEFOIL,1.0,USD,12.847000000000001,1474875937,12.847000000000001
232,431587,PEPEGUN,1.0,USD,4.0756,1474875937,4.0756
233,431587,PEPEVIAGRA,1.0,USD,5.759,1474875937,5.759
234,431590,SHITCOINCARD,10.0,USD,4.873,1474877428,0.4873
235,431590,PEPEBROS,2.0,USD,6.645,1474877428,3.3225
236,431590,PEPEBROS,3.0,USD,9.9675,1474877428,3.3225
237,431591,SHITCOINCARD,1.0,USD,0.4873,1474878711,0.4873
238,431591,PEPENATION,10.0,USD,3.987,1474878711,0.3987
239,431591,TRUMPRARE,1.0,USD,22.15,1474878711,22.15
240,431591,SHITCOINCARD,25.0,USD,12.1825,1474878711,0.48729999999999996
241,431591,DANKPEPE,1.0,USD,1.5062,1474878711,1.5062
242,431599,GOXPEPE,66.0,USD,87.714,1474882927,1.329
243,431600,SHITCOINCARD,1.0,USD,0.8859999999999999,1474884309,0.8859999999999999
244,431600,SHITCOINCARD,152.0,USD,74.0696,1474884309,0.48729999999999996
245,431601,RAREPEPE,1.0,USD,132.89999999999998,1474884512,132.89999999999998
246,431602,PEPEBROS,1.0,USD,3.3225,1474886117,3.3225
247,431602,HAIRPEPE,4.0,USD,11.3408,1474886117,2.8352
248,431602,GOXPEPE,1.0,USD,1.329,1474886117,1.329
249,431603,PEPEBROS,4.0,USD,13.29,1474886559,3.3225
250,431604,DARKPILLPEPE,1.0,USD,37.655,1474887115,37.655
251,431604,GOXPEPE,3.0,USD,3.987,1474887115,1.329
252,431606,BANEPEPE,2.0,USD,8.86,1474889079,4.43
253,431606,MAGICPEPEYE,2.0,USD,6.201999999999999,1474889079,3.1009999999999995
254,431609,DASHPEPE,1.0,USD,38.541,1474890289,38.541
255,431610,DASHPEPE,1.0,USD,84.16999999999999,1474891029,84.16999999999999
256,431612,RAREPEPE,1.0,USD,132.89999999999998,1474892586,132.89999999999998
257,431612,PEPEKACHU,1.0,USD,8.86,1474892586,8.86
258,431612,PEPEKACHU,1.0,USD,6.645,1474892586,6.645
259,431614,UFOPEPE,5.0,USD,8.86,1474892987,1.7719999999999998
260,431619,UFOPEPE,20.0,USD,35.44,1474895860,1.7719999999999998
261,431619,UFOPEPE,5.0,USD,8.86,1474895860,1.7719999999999998
262,431619,UFOPEPE,4.0,USD,7.087999999999999,1474895860,1.7719999999999998
263,431647,UFOPEPE,5.0,USD,8.86,1474912774,1.7719999999999998
264,431647,CHERPEPEFOIL,5.0,USD,66.44999999999999,1474912774,13.289999999999997
265,431647,RAREPEPE,1.0,USD,132.89999999999998,1474912774,132.89999999999998
266,431647,RAREPEPE,1.0,USD,132.89999999999998,1474912774,132.89999999999998
267,431648,PEPEVIAGRA,1.0,USD,6.201999999999999,1474913591,6.201999999999999
268,431648,MAGICPEPEYE,5.0,USD,16.612499999999994,1474913591,3.322499999999999
269,431648,MAGICPEPEYE,5.0,USD,17.72,1474913591,3.5439999999999996
270,431648,MAGICPEPEYE,3.0,USD,9.303,1474913591,3.1010000000000004
271,431648,PEPEKACHU,1.0,USD,8.86,1474913591,8.86
272,431652,PEPEGUN,1.0,USD,0.41198999999999997,1474914504,0.41198999999999997
273,431655,PEPEBROS,3.0,USD,10.632,1474915986,3.544
274,431656,PEPEKACHU,1.0,USD,9.303,1474917095,9.303
275,431656,HARDPEPEFORK,1.0,USD,3.987,1474917095,3.987
276,431663,DAOPEPEHACK,1.0,USD,1.7719999999999998,1474920296,1.7719999999999998
277,431670,PEPELLUM,2.0,USD,4.43,1474923882,2.215
278,431671,HYIPPEPE,10.0,USD,11.8281,1474924163,1.18281
279,431676,PEPEGUN,1.0,USD,4.164199999999999,1474928581,4.164199999999999
280,431676,BANEPEPE,1.0,USD,3.1009999999999995,1474928581,3.1009999999999995
281,431676,UFOPEPE,1.0,USD,1.7719999999999998,1474928581,1.7719999999999998
282,431676,TLCPEPE,1.0,USD,0.55375,1474928581,0.55375
283,431676,HARDPEPEFORK,1.0,USD,3.987,1474928581,3.987
284,431677,PEPEBONGSPHP,1.0,USD,0.11075,1474929160,0.11075
285,431677,PEPEBONGSPHP,1.0,USD,0.11075,1474929160,0.11075
286,431678,ONLYONEPEPE,1.0,USD,636.1479999999998,1474931090,636.1479999999998
287,431678,PEPEKACHU,1.0,USD,9.746,1474931090,9.746
288,431678,MAGICPEPEYE,3.0,USD,11.296499999999998,1474931090,3.7654999999999994
289,431682,RAREPEPE,2.0,USD,265.79999999999995,1474932371,132.89999999999998
290,431684,PEPEKACHU,1.0,USD,6.645,1474934482,6.645
291,431684,PEPELLUM,1.0,USD,4.43,1474934482,4.43
292,431684,JONGPEPE,3.0,USD,4.3857,1474934482,1.4619
293,431686,PONZIPEPE,10.0,USD,13.29,1474935513,1.329
294,431694,TLCPEPE,10.0,USD,5.5375,1474940781,0.55375
295,431696,GOXPEPE,4.0,USD,5.316,1474941500,1.329
296,431702,NOFAPPEPE,1000.0,USD,4.43,1474944560,0.00443
297,431718,HYIPPEPE,2.0,USD,2.3656200000000003,1474952136,1.1828100000000001
298,431724,DASHPEPE,1.0,USD,79.74,1474955917,79.74
299,431726,UFOPEPE,1.0,USD,1.7719999999999998,1474957598,1.7719999999999998
300,431747,ZETAPEPE,1.0,USD,3.4799999999999995,1474968553,3.4799999999999995
301,431763,TROUTPEPE,1.0,USD,0.928,1474976917,0.928
302,431764,PONZIPEPE,2.0,USD,2.784,1474977573,1.392
303,431768,LOVEPEPETATO,2.0,USD,18.56,1474978950,9.28
304,431768,JONGPEPE,1.0,USD,148.48,1474978950,148.48
305,431768,PEPEPOPE,1.0,USD,11.6,1474978950,11.6
306,431768,PEPEPOPE,1.0,USD,13.919999999999998,1474978950,13.919999999999998
307,431768,PEPEPOPE,1.0,USD,12.76,1474978950,12.76
308,431771,DASHPEPE,1.0,USD,78.88,1474980185,78.88
309,431787,PEPEKACHU,9.0,USD,91.87200000000001,1474991936,10.208000000000002
310,431787,PEPEKACHU,1.0,USD,9.744,1474991936,9.744
311,431787,PEPENATION,1.0,USD,0.4176,1474991936,0.4176
312,431788,MAGICPEPEYE,1.0,USD,3.944,1474993210,3.944
313,431788,PEPEBROS,1.0,USD,3.712,1474993210,3.712
314,431788,PEPEPARTY,1.0,USD,1.16,1474993210,1.16
315,431800,TROUTPEPE,1.0,USD,1.392,1475001117,1.392
316,431802,PEPEPOPE,1.0,USD,15.079999999999998,1475001921,15.079999999999998
317,431803,RAREPEPE,1.0,USD,92.8,1475002060,92.8
318,431805,PEPEJOINTSPH,50.0,USD,0.348,1475002325,0.006959999999999999
319,431806,TROUTPEPE,1.0,USD,2.784,1475002908,2.784
320,431806,TROUTPEPE,1.0,USD,3.248,1475002908,3.248
321,431806,TROUTPEPE,1.0,USD,1.856,1475002908,1.856
322,431806,TROUTPEPE,1.0,USD,2.32,1475002908,2.32
323,431809,TROUTPEPE,1.0,USD,3.712,1475003897,3.712
324,431809,TROUTPEPE,1.0,USD,4.64,1475003897,4.64
325,431809,TLCPEPE,2.0,USD,1.16,1475003897,0.58
326,431809,PEPEMINING,2.0,USD,15.466666697599996,1475003897,7.733333348799998
327,431809,TROUTPEPE,1.0,USD,4.176,1475003897,4.176
328,431810,PEPELLUM,1.0,USD,4.64,1475004008,4.64
329,431811,ZETAPEPE,2.0,USD,6.959999999999999,1475004453,3.4799999999999995
330,431815,HARDPEPEFORK,2.0,USD,8.352,1475006861,4.176
331,431815,DAOPEPEHACK,2.0,USD,3.712,1475006861,1.856
332,431816,IMWITHPEPE,4.0,USD,4.64,1475007392,1.16
333,431816,PEPEJOINTSPH,500.0,USD,3.4799999999999995,1475007392,0.006959999999999999
334,431816,HERNIAPEPE,2.0,USD,1.856,1475007392,0.928
335,431816,GURUPEPE,2.0,USD,1.856,1475007392,0.928
336,431828,TROUTPEPE,1.0,USD,4.64,1475012950,4.64
337,431828,TROUTPEPE,1.0,USD,6.959999999999999,1475012950,6.959999999999999
338,431831,TROUTPEPE,1.0,USD,9.28,1475013748,9.28
339,431836,TLCPEPE,1.0,USD,0.58,1475014859,0.58
340,431837,TROUTPEPE,2.0,USD,17.168,1475015118,8.584
341,431837,PEPEBONGSPHP,10.0,USD,1.16,1475015118,0.11599999999999999
342,431839,TROUTPEPE,1.0,USD,9.048,1475016698,9.048
343,431839,TROUTPEPE,1.0,USD,8.12,1475016698,8.12
344,431839,TROUTPEPE,1.0,USD,8.12,1475016698,8.12
345,431841,TROUTPEPE,1.0,USD,9.28,1475017810,9.28
346,431841,TROUTPEPE,1.0,USD,13.919999999999998,1475017810,13.919999999999998
347,431841,TROUTPEPE,1.0,USD,9.048,1475017810,9.048
348,431842,TROUTPEPE,1.0,USD,11.368,1475018112,11.368
349,431845,TROUTPEPE,1.0,USD,10.3472,1475019048,10.3472
350,431851,NOFAPPEPE,5.0,USD,2.32,1475024896,0.46399999999999997
351,431851,GOXPEPE,5.0,USD,4.408,1475024896,0.8816
352,431851,NOFAPPEPE,1.0,USD,0.464,1475024896,0.464
353,431853,TROUTPEPE,2.0,USD,27.84,1475025812,13.92
354,431853,GOXPEPE,547.0,USD,482.2352,1475025812,0.8816
355,431858,TROUTPEPE,1.0,USD,15.0336,1475026556,15.0336
356,431860,PEPEBREEDER,1.0,USD,23.2,1475027213,23.2
357,431860,TROUTPEPE,1.0,USD,16.008,1475027213,16.008
358,431860,PEPEBREEDER,1.0,USD,11.6,1475027213,11.6
359,431861,IMWITHPEPE,3.0,USD,3.4799999999999995,1475029462,1.16
360,431861,PEPEKACHU,1.0,USD,9.744,1475029462,9.744
361,431861,DAOPEPEHACK,1.0,USD,1.856,1475029462,1.856
362,431861,GOXPEPE,3.0,USD,2.6448,1475029462,0.8816
363,431861,HAIRPEPE,1.0,USD,3.016,1475029462,3.016
364,431861,PEPEBROS,1.0,USD,3.712,1475029462,3.712
365,431861,BUPEPE,3.0,USD,1.392,1475029462,0.46399999999999997
366,431861,KEISERPEPE,3.0,USD,0.9744,1475029462,0.32480000000000003
367,431861,PEPEJOINTSPH,150.0,USD,0.9048,1475029462,0.006032
368,431861,GURUPEPE,4.0,USD,3.712,1475029462,0.928
369,431861,DANKPEPE,3.0,USD,4.7328,1475029462,1.5776000000000001
370,431861,HAIRPEPE,1.0,USD,3.0624,1475029462,3.0624
371,431861,HYIPPEPE,4.0,USD,4.95552,1475029462,1.23888
372,431861,PEPELLUM,2.0,USD,13.919999999999998,1475029462,6.959999999999999
373,431861,BANEPEPE,3.0,USD,4.176,1475029462,1.3920000000000001
374,431861,UFOPEPE,3.0,USD,5.568,1475029462,1.8559999999999999
375,431861,TLCPEPE,3.0,USD,1.7399999999999998,1475029462,0.58
376,431861,PEPEONECOIN,10000.0,USD,0.0464,1475029462,4.64e-06
377,431861,TROUTPEPE,1.0,USD,16.24,1475029462,16.24
378,431861,STILLPEPE,2.0,USD,2.32,1475029462,1.16
379,431861,PEPETRATION,2.0,USD,6.959999999999999,1475029462,3.4799999999999995
380,431861,TRUMPRARE,2.0,USD,4.64,1475029462,2.32
381,431861,HARDPEPEFORK,2.0,USD,8.352,1475029462,4.176
382,431861,PEPEPARTY,3.0,USD,3.4799999999999995,1475029462,1.16
383,431861,PEPENATION,4.0,USD,1.6704,1475029462,0.4176
384,431864,PONZIPEPE,2.0,USD,2.784,1475031491,1.392
