,Block,ForwardAsset,ForwardQuantity,BackwardAsset,BackwardQuantity,Timestamp
4402,444298,SLVPEPE,5.0,USD,0.45999999999999996,1482248743
4403,444298,PARTYPEPE,7.0,USD,0.8049999999999999,1482248743
4404,444298,PEPEPARADO,100.0,USD,0.0023,1482248743
4405,444298,BITGIRLPEPE,4.0,USD,2.3,1482248743
4406,444298,TESTNETPEPE,1000.0,USD,0.023,1482248743
4407,444298,PEPEGOLDRUSH,2.0,USD,0.22999999999999998,1482248743
4408,444304,USD,2.3,VOLDEPEPE,1.0,1482253661
4409,444322,PPLNMDNTNY,1.0,USD,1.149999977,1482263630
4410,444325,PEPERARE,1.0,USD,57.49999999999999,1482264316
4411,444327,MTPEPEMORE,8.0,USD,9.2,1482265963
4412,444327,GLDPEPE,6.0,USD,4.14,1482265963
4413,444327,GLDPEPE,40.0,USD,18.4,1482265963
4414,444327,PEPA,1.0,USD,3.6799999999999997,1482265963
4415,444327,PEPEMARAUDER,1.0,USD,4.4159999999999995,1482265963
4416,444327,PEPEGREEN,15.0,USD,13.799999999999999,1482265963
4417,444327,DANKPEPE,1.0,USD,2.3,1482265963
4418,444327,BITCOINPEPE,10.0,USD,46.0,1482265963
4419,444327,VOLDEPEPE,1.0,USD,3.4499999999999997,1482265963
4420,444327,STEALPEPE,3.0,USD,3.44655,1482265963
4421,444327,TIMEPEPE,5.0,USD,17.25,1482265963
4422,444327,STEALPEPE,7.0,USD,7.154839999999999,1482265963
4423,444328,PEPEPSI,2.0,USD,8.556,1482266902
4424,444335,TRUMPEPE,2.0,USD,14.500442,1482270839
4425,444337,FUNPEPE,1.0,USD,2.3,1482272451
4426,444337,PEPELAND,10.0,USD,28.749999999999996,1482272451
4427,444337,XMASANTAPEPE,1.0,USD,4.6,1482272451
4428,444337,GLDPEPE,4.0,USD,3.6799999999999997,1482272451
4429,444339,PEPA,1.0,USD,4.6,1482275037
4430,444339,PEPEKACHU,1.0,USD,5.404999999999999,1482275037
4431,444339,PARTYPEPE,10.0,USD,1.15,1482275037
4432,444339,CULTOFPEPE,8066.0,USD,2.226216,1482275037
4433,444339,BEETLEPEPE,2.0,USD,4.6,1482275037
4434,444339,PEPEARTISTE,1.0,USD,1.15,1482275037
4435,444339,RETROPEPE,1.0,USD,1.7477676999999998,1482275037
4436,444339,WEAREALLPEPE,1.0,USD,2.3,1482275037
4437,444339,XOBLORTPEPE,1.0,USD,4.6,1482275037
4438,444339,PEPETHEFIRST,1.0,USD,4.6,1482275037
4439,444339,PEPEJAPAN,1.0,USD,2.3,1482275037
4440,444339,RETROPEPE,1.0,USD,1.7477699999999998,1482275037
4441,444339,SHREMPEPE,5.0,USD,1.15,1482275037
4442,444339,PEPENORRIS,1.0,USD,1.7249999999999999,1482275037
4443,444344,PEPEANON,5.0,USD,2.3,1482278783
4444,444354,USD,0.7705,GAINSPEPE,1.0,1482282361
4445,444354,USD,2.231,GAINSPEPE,2.0,1482282361
4446,444354,RAREPEPENEWS,10.0,USD,0.08969999999999999,1482282361
4447,444374,GOSPELPEPE,2.0,USD,1.15,1482295442
4448,444389,GOSPELPEPE,2.0,USD,2.07,1482301197
4449,444395,GOSPELPEPE,8.0,USD,9.2,1482306166
4450,444434,USD,2.1,MTPEPEMORE,2.0,1482331602
4451,444434,PEPEARTISTE,1.0,USD,1.05,1482331602
4452,444443,DANKPEPE,1.0,USD,2.1,1482335322
4453,444443,BITCOINPEPE,5.0,USD,26.25,1482335322
4454,444443,XMASANTAPEPE,1.0,USD,6.300000000000001,1482335322
4455,444444,HELOPEPE,1.0,USD,4.2,1482335740
4456,444444,GLDPEPE,16.0,USD,13.440000000000001,1482335740
4457,444459,MURICAPEPE,1.0,USD,2.1,1482341044
4458,444459,PPKING,2.0,USD,1.2389999999999999,1482341044
4459,444459,PEPOCALYPSE,2.0,USD,2.1,1482341044
4460,444471,PEPEREPUBLIC,10000.0,USD,0.00147,1482349840
4461,444481,PEPEREPUBLIC,1000000.0,USD,0.14759999988192,1482353747
4462,444487,USD,0.7875000000000001,DAPPERPEPE,3.0,1482356733
4463,444489,PEPEREPUBLIC,100000000.0,USD,14.700000000000001,1482357051
4464,444489,PEPEREPUBLIC,1500000.0,USD,0.2205,1482357051
4465,444490,PEPETHESOG,1.0,USD,10.5,1482357192
4466,444501,USD,0.21000000000000002,PEPEJOINTSPH,100.0,1482363420
4467,444501,USD,0.21000000000000002,PEPEDUCREUX,10.0,1482363420
4468,444501,USD,0.42000000000000004,GLDPEPE,5.0,1482363420
4469,444501,USD,0.1575,SLVPEPE,15.0,1482363420
4470,444501,USD,0.378,PHEONIXPEPE,9.0,1482363420
4471,444501,USD,0.10500000000000001,PEPEANON,1.0,1482363420
4472,444501,USD,0.033600000000000005,PEPESHROOMS,2.0,1482363420
4473,444509,PEPEREPUBLIC,2285714.0,USD,0.33599995800000004,1482367336
4474,444537,PEPEREPUBLIC,14285715.0,USD,2.100000105,1482381794
4475,444541,GLDPEPE,5.0,USD,0.42000000000000004,1482384885
4476,444551,USD,2.52,PEPEHOUSE,2.0,1482391955
4477,444560,PEPEREPUBLIC,100000.0,USD,0.01727999998656,1482398510
4478,444566,ZOMBIEPEPES,500000.0,USD,0.202,1482401131
4479,444577,USD,2.02,HARRYPEPES,1.0,1482407318
4480,444601,PEPETRATION,5.0,USD,10.1,1482418480
4481,444602,USD,1.3332000000000002,PEPETRON,3.0,1482420376
4482,444631,BITCOINPEPE,5.0,USD,25.25,1482434950
4483,444633,STEALPEPE,1.0,USD,0.8977777688,1482435642
4484,444637,USD,6.0600000000000005,PEPETHESOG,1.0,1482436645
4485,444639,STEALPEPE,1.0,USD,1.00899,1482438433
4486,444639,STEALPEPE,3.0,USD,2.6933333064,1482438433
4487,444654,PEPEOFTHEUSA,1.0,USD,0.707,1482448313
4488,444655,PEPEHOUSE,1.0,USD,1.212,1482448319
4489,444669,THEPEPE,49.0,USD,0.0376124,1482456269
4490,444669,SNAPCHATPEPE,2000.0,USD,2.02,1482456269
4491,444669,MURICAPEPE,1.0,USD,2.02,1482456269
4492,444669,SNOWDENPEPE,5.0,USD,2.02,1482456269
4493,444669,PEPEJOHNS,5.0,USD,0.7878000000000001,1482456269
4494,444669,PEPOCALYPSE,1.0,USD,1.01,1482456269
4495,444669,CULTOFPEPE,8500.0,USD,2.0604,1482456269
4496,444669,PEPEKMONGO,5.0,USD,0.3131,1482456269
4497,444669,PEPETRON,2.0,USD,1.3332000000000002,1482456269
4498,444670,BOYSCLUBPEPE,1.0,USD,4.04,1482456720
4499,444674,TRUMPEPE,1.0,USD,6.4846444000000005,1482460528
4500,444674,THEPEPE,1.0,USD,0.0007878,1482460528
4501,444677,SHITCOINCARD,1.0,USD,1.818,1482461516
4502,444677,LUCKYPEPE,5.0,USD,1.212,1482461516
4503,444677,PEPEONECOIN,205.0,USD,2.02909,1482461516
4504,444677,PEPEPARTY,6.0,USD,1.0908,1482461516
4505,444677,PEPENATION,10.0,USD,2.02,1482461516
4506,444687,TESTNETPEPE,500.0,USD,0.0101,1482467973
4507,444701,USD,4.898499999999999,HERNIAPEPE,5.0,1482475569
4508,444709,BERNIEPEPE,2.0,USD,2.424,1482479900
4509,444713,PPKING,2.0,USD,1.0325,1482481361
4510,444718,USD,0.0175,DANKPEPE,1.0,1482484124
4511,444718,USD,0.14875000000000002,BLOCKPEPE,1.0,1482484124
4512,444719,USD,0.09975,PEPENATION,3.0,1482485198
4513,444719,USD,2.8000000000000003,GOXPEPE,1.0,1482485198
4514,444719,USD,0.08750000000000001,RAREPEPEDAO,1.0,1482485198
4515,444745,BITCOINPEPE,10.0,USD,43.75,1482500944
4516,444790,BITCOINPEPE,10.0,USD,50.75,1482527066
4517,444808,PONZIPEPE,5.0,USD,0.875,1482534672
4518,444808,NOFAPPEPE,4.0,USD,1.4000000000000001,1482534672
4519,444808,PEPEGREEN,2.0,USD,1.4000000000000001,1482534672
4520,444809,PEPERUS,1.0,USD,0.7875,1482535997
4521,444831,SCORPEPE,2.0,USD,1.0325,1482548700
4522,444831,SHREMPEPE,5.0,USD,0.875,1482548700
4523,444831,PEPEPARADO,50000.0,USD,0.875,1482548700
4524,444831,TESTNETPEPE,50000.0,USD,0.875,1482548700
4525,444831,PEPETRADERS,3.0,USD,0.45675,1482548700
4526,444831,CLASSICPEPE,4.0,USD,1.05,1482548700
4527,444844,BITCOINPEPE,1.0,USD,4.8125,1482562061
4528,444861,GUARDSPEPE,100000.0,USD,0.0475,1482572368
4529,444861,ZOMBIEPEPES,100000.0,USD,0.038,1482572368
4530,444861,PEPEPARADO,1000.0,USD,0.019,1482572368
4531,444869,HAIRPEPE,1.0,USD,0.22799999999999998,1482576764
4532,444890,BITCOINPEPE,1.0,USD,5.225,1482592984
4533,444890,USD,0.5225,WPPEPE,1.0,1482592984
4534,444892,USD,1.9,BLKSWANPEPE,10.0,1482595192
4535,444904,LOVEISPEPE,2.0,USD,1.9,1482601820
4536,444916,USD,1.9,KEKET,1.0,1482607976
4537,444916,BONDPEPE,1.0,USD,2.8499999999999996,1482607976
4538,444916,USD,2.603,PEPEMANE,2.0,1482607976
4539,444917,QUEGUAYPEPE,10.0,USD,0.9499981,1482608026
4540,444917,SPESSMUHPEPE,50.0,USD,0.95,1482608026
4541,444917,SUCHSHARE,10.0,USD,0.95,1482608026
4542,444918,USD,1.52,HARRYPEPES,1.0,1482608098
4543,444920,PEPEREPUBLIC,1000000.0,USD,0.133,1482609501
4544,444921,SANTAPEPE,3.0,USD,3.42,1482610279
4545,444926,PEPERRR,3.0,USD,17.099999999999998,1482612869
4546,444927,SNOWDENPEPE,5.0,USD,0.95,1482614709
4547,444927,PEPETRON,4.0,USD,2.09,1482614709
4548,444927,LOVEISPEPE,1.0,USD,0.95,1482614709
4549,444927,PEPECITY,3.0,USD,2.28,1482614709
4550,444929,MASTEROFPEPE,1.0,USD,19.0,1482615606
4551,444930,HAIRPEPE,1.0,USD,0.22799999999999998,1482615947
4552,444930,SCARFACEPEPE,2.0,USD,0.95,1482615947
4553,444930,TOREROPEPE,119.0,USD,0.9493939,1482615947
4554,444930,PEPESHROOMS,5.0,USD,0.95,1482615947
4555,444930,GURUPEPE,5.0,USD,0.95,1482615947
4556,444930,FSMPEPE,5.0,USD,0.94999905,1482615947
4557,444930,PARTYPEPE,10.0,USD,0.95,1482615947
4558,444930,KEISERPEPE,5.0,USD,0.95,1482615947
4559,444930,PEPEANON,1.0,USD,0.095,1482615947
4560,444930,GUMMYPEPE,500.0,USD,0.95,1482615947
4561,444932,PEPECITY,2.0,USD,1.52,1482616433
4562,444933,BLKSWANPEPE,5.0,USD,0.95,1482617248
4563,444933,BULLYPEPE,3.0,USD,0.949962,1482617248
4564,444933,WPPEPE,2.0,USD,1.6872,1482617248
4565,444933,PREPEDATOR,3.0,USD,1.0545,1482617248
4566,444933,QUEPASAPEPE,25.0,USD,0.95,1482617248
4567,444935,USD,0.095,BIGGIEPEPE,1.0,1482618264
4568,444936,WILDPEPE,2.0,USD,0.38,1482618548
4569,444937,PEPEME,2.0,USD,0.988,1482618861
4570,444944,PEPEFREEZE,4.0,USD,1.9,1482621718
4571,444950,PEPELYN,1.0,USD,3.8,1482623648
4572,444950,PEPOCALYPSE,1.0,USD,0.9915999999999999,1482623648
4573,444953,MANDELPEPE,1.0,USD,0.95,1482626417
4574,444953,PEPEBUCKS,2.0,USD,2.8499999999999996,1482626417
4575,444953,SEVENBITPEPE,2.0,USD,0.8929999999999999,1482626417
4576,444953,PEPEME,3.0,USD,1.482,1482626417
4577,444954,PEPEOFTHEUSA,2.0,USD,1.3299999999999998,1482627024
4578,444954,SEVENBITPEPE,3.0,USD,1.3395,1482627024
4579,444954,WILDPEPE,5.0,USD,0.95,1482627024
4580,444954,PEPEME,2.0,USD,0.988,1482627024
4581,444954,GUARDSPEPE,900000.0,USD,0.4275,1482627024
4582,444954,SARUTOBIPEPE,3.0,USD,2.28,1482627024
4583,444954,PEPEDUCREUX,3.0,USD,1.14,1482627024
4584,444954,PPKING,2.0,USD,1.1381,1482627024
4585,444954,PINHEADPEPE,2.0,USD,1.14,1482627024
4586,444954,BLKSWANPEPE,15.0,USD,2.8499999999999996,1482627024
4587,444954,PEPECITY,2.0,USD,1.52,1482627024
4588,444954,FRIENDSPEPE,3.0,USD,1.71,1482627024
4589,444954,MAOISMPEPE,2.0,USD,0.95,1482627024
4590,444961,PRINCESSPEPE,1.0,USD,2.8499999999999996,1482629319
4591,444961,MARINEPEINE,2.0,USD,3.8,1482629319
4592,444964,BITGIRLPEPE,1.0,USD,0.475,1482630778
4593,444964,CICACOINPEPE,1.0,USD,1.71,1482630778
4594,444965,DUMBLEPEPE,1.0,USD,1.9,1482631137
4595,444965,BLKSWANPEPE,5.0,USD,0.95,1482631137
4596,444965,PEPECITY,1.0,USD,0.76,1482631137
4597,444965,PEPEBUCKS,1.0,USD,1.4249999999999998,1482631137
4598,444977,GAINSPEPE,1.0,USD,0.6839999999999999,1482636370
4599,444978,PEPEBUCKS,1.0,USD,1.4249999999999998,1482637216
4600,444978,LEOPEPESCAM,2.0,USD,0.95,1482637216
4601,444978,BREATHEDPEPE,2.0,USD,1.52,1482637216
4602,444978,CICACOINPEPE,1.0,USD,1.71,1482637216
4603,444978,EGGPLANTPEPE,10.0,USD,1.9,1482637216
4604,444978,HEISENPEPE,3.0,USD,1.254,1482637216
4605,444978,PEPEZ,10.0,USD,1.9,1482637216
4606,444979,USD,3.8,PROOFOFPEPE,1.0,1482638253
4607,444979,PROOFOFPEPE,1.0,USD,13.299999999999999,1482638253
4608,444979,BLKSWANPEPE,10.0,USD,1.9,1482638253
4609,444980,DUMBLEPEPE,1.0,USD,1.9,1482639100
4610,444981,RAREPEPEPUMP,1.0,USD,0.095,1482640688
4611,444983,CICACOINPEPE,1.0,USD,1.71,1482642185
4612,444988,BOSSHOGPEPE,2.0,USD,1.14,1482646125
4613,444988,RUBBERPEPE,1.0,USD,0.75905,1482646125
4614,444988,SNOTPEPE,2.0,USD,1.1019999999999999,1482646125
4615,444990,XMASANTAPEPE,1.0,USD,3.8,1482646940
4616,444990,BERNIEPEPE,2.0,USD,1.9,1482646940
4617,444990,CNTRFLDPEPE,2.0,USD,1.482,1482646940
4618,444990,CHONGPEPE,1.0,USD,2.8499999999999996,1482646940
4619,444992,PEPEBONGSPHP,2.0,USD,1.52,1482649016
4620,444992,JACKPOTPEPE,2.0,USD,1.3299999999999998,1482649016
4621,444992,ZOMBIEPEPES,3000000.0,USD,1.14,1482649016
4622,444992,DABPEPE,1.0,USD,0.47404999999999997,1482649016
4623,444992,RGBPEPE,2.0,USD,1.3299999999999998,1482649016
4624,444994,PROOFOFPEPE,2.0,USD,26.599999999999998,1482650493
4625,444997,USD,1.2226499999999998,PEPEKMONGO,99.0,1482651837
4626,445048,USD,1.074,RUBEUSPEPE,1.0,1482678474
4627,445061,USD,0.4922500000000001,CUBEPEPE,1.0,1482686808
4628,445062,USD,0.00895,SLVPEPE,1.0,1482686865
4629,445067,VOLDEPEPE,1.0,USD,4.475,1482688771
4630,445067,DUMBLEPEPE,1.0,USD,2.2375,1482688771
4631,445112,PROOFOFPEPE,1.0,USD,14.32,1482709604
4632,445140,LITTLEBOPEPE,2.0,USD,1.1814,1482721695
4633,445140,REYPEPE,2.0,USD,2.8640000000000003,1482721695
4634,445140,TOPCUCK,75.0,USD,0.9129,1482721695
4635,445140,PEPETANGCLAN,2.0,USD,1.1814,1482721695
4636,445140,BIGVERNPEPE,1.0,USD,0.5907,1482721695
4637,445140,PEPEKEN,1.0,USD,0.7160000000000001,1482721695
4638,445140,MAPEPENEMR,2.0,USD,1.074,1482721695
4639,445140,GADSDENPEPE,1.0,USD,0.8055,1482721695
4640,445140,WHISKEYPEPE,1.0,USD,0.895,1482721695
4641,445140,CALLHOTPEPE,1.0,USD,0.7518,1482721695
4642,445142,TESTNETPEPE,1.0,USD,1.79e-05,1482722665
4643,445142,GIVEKUDOS,1.0,USD,0.006444,1482722665
4644,445142,PEPEREPUBLIC,1000000.0,USD,0.12530000000000002,1482722665
4645,445143,PARTYPEPE,1.0,USD,0.08950000000000001,1482722839
4646,445144,TOPCUCK,1.0,USD,0.012171999999999999,1482724054
4647,445144,PEPEONECOIN,1.0,USD,0.0017900000000000001,1482724054
4648,445144,GUMMYPEPE,1.0,USD,0.0017900000000000001,1482724054
4649,445144,SOGGYPEPE,1.0,USD,0.0179,1482724054
4650,445144,RPEPELIGHTER,1.0,USD,8.771e-05,1482724054
4651,445144,TOREROPEPE,1.0,USD,0.00750905,1482724054
4652,445144,PEPETRAIN,1.0,USD,0.08950000000000001,1482724054
4653,445144,SPESSMUHPEPE,1.0,USD,0.0179,1482724054
4654,445145,STANDINGPEPE,1.0,USD,0.12530000000000002,1482724670
4655,445145,RAREPEPEPUMP,1.0,USD,0.08950000000000001,1482724670
4656,445145,ZOMBIEPEPES,100000.0,USD,0.0358,1482724670
4657,445145,SUCHSHARE,1.0,USD,0.08950000000000001,1482724670
4658,445145,PEPEPARADO,1.0,USD,1.79e-05,1482724670
4659,445145,PEPETRADERS,1.0,USD,0.1611,1482724670
4660,445145,QUEPASAPEPE,1.0,USD,0.0358,1482724670
4661,445145,QUEGUAYPEPE,1.0,USD,0.0894105,1482724670
4662,445154,PEPEBUCKS,1.0,USD,1.3425,1482734450
4663,445154,BITCOINPEPE,5.0,USD,25.955000000000002,1482734450
4664,445156,PEPEONECOIN,10.0,USD,0.0179,1482734692
4665,445156,STEALPEPE,2.0,USD,1.7882100000000003,1482734692
4666,445156,PEPERUS,1.0,USD,0.8055,1482734692
4667,445156,KIDPEPE,10.0,USD,0.0179,1482734692
4668,445160,BLKSWANPEPE,2.0,USD,0.35800000000000004,1482737009
4669,445160,PEPEDANCE,2.0,USD,7.16,1482737009
4670,445167,USD,0.9435,PEPECITY,3.0,1482741835
4671,445185,USD,0.595,PEPERICH,1.0,1482752789
4672,445207,BITCOINPEPE,3.0,USD,14.79,1482765441
4673,445211,PEPEHOUSE,5.0,USD,5.1,1482768822
4674,445211,SIXTYSIXPEPE,1.0,USD,3.1790000000000003,1482768822
4675,445212,USD,1.7,CHONGPEPE,1.0,1482769685
4676,445212,USD,1.7,CHEECHPEPE,1.0,1482769685
4677,445213,ROLLINGPEPE,1.0,USD,2.55,1482770749
4678,445213,BLKSWANPEPE,8.0,USD,1.36,1482770749
4679,445214,SNAPCHATPEPE,24.0,USD,0.0204,1482771630
4680,445220,PROOFOFPEPE,2.0,USD,27.2,1482775148
4681,445240,PEPEBUCKS,1.0,USD,1.275,1482784509
4682,445251,PEPEREPUBLIC,10000000.0,USD,1.19,1482789790
4683,445259,PROOFOFPEPE,1.0,USD,14.45,1482798698
4684,445259,PROOFOFPEPE,1.0,USD,14.45,1482798698
4685,445267,PROOFOFPEPE,1.0,USD,14.45,1482803804
4686,445277,FATPEPE,1.0,USD,0.68,1482807814
4687,445277,MAOPEPE,1.0,USD,0.97138,1482807814
4688,445277,ECCEPEPE,2.0,USD,1.9040000000000001,1482807814
4689,445277,MYRIADMPEPE,1.0,USD,0.85,1482807814
4690,445277,GOSPELPEPE,1.0,USD,0.85,1482807814
4691,445277,PEPERFUME,1.0,USD,0.85,1482807814
4692,445277,TIMEPEPE,1.0,USD,2.55,1482807814
4693,445277,PEPENACCI,1.0,USD,0.85,1482807814
4694,445277,ZOOKOPEPE,2.0,USD,1.87,1482807814
4695,445278,USD,3.4,PEPECITY,10.0,1482809226
4696,445279,TLCPEPE,4.0,USD,1.7,1482809368
4697,445280,TLCPEPE,5.0,USD,2.125,1482810296
4698,445281,DATPEPE,10.0,USD,1.7,1482810503
4699,445281,HYIPPEPE,2.0,USD,0.68,1482810503
4700,445281,TLCPEPE,1.0,USD,0.425,1482810503
4701,445306,MAOPEPE,5.0,USD,4.62834,1482828367
4702,445316,USD,0.405,NAPKINPEPE,1.0,1482834876
4703,445323,EGGPLANTPEPE,2.0,USD,0.32400000000000007,1482835769
4704,445366,PEPETSHIRT,1.0,USD,25.92,1482858102
4705,445367,SKIINGPEPE,2.0,USD,8.100000000000001,1482858398
4706,445371,USD,0.32400000000000007,PPLNMDNTNY,1.0,1482859954
4707,445371,USD,3.6450000000000005,SKIINGPEPE,3.0,1482859954
4708,445373,HARRYPEPES,1.0,USD,2.0250000000000004,1482861499
4709,445379,MAOZEPEPE,1.0,USD,8.100000000000001,1482864152
4710,445381,TUXPEPE,1.0,USD,53.46,1482865497
4711,445392,WINSTONPEPE,20.0,USD,3.24,1482872074
4712,445393,RAREPEPEPUMP,2.0,USD,0.16200000000000003,1482872469
4713,445395,STANDINGPEPE,2.0,USD,0.22680000000000003,1482873510
4714,445397,PEPETRON,3.0,USD,1.3365,1482874500
4715,445397,SNOWDENPEPE,2.0,USD,0.32400000000000007,1482874500
4716,445406,GIVEKUDOS,1.0,USD,0.005832,1482879649
4717,445406,PEPEGREEN,1.0,USD,0.6156,1482879649
4718,445411,PEPELYN,1.0,USD,3.24,1482881392
4719,445411,PEPEBUCKS,5.0,USD,6.075,1482881392
4720,445411,PEPEBRICK,2.0,USD,8.100000000000001,1482881392
4721,445418,WINSTONPEPE,3.0,USD,0.486,1482885741
4722,445418,PREPEDATOR,3.0,USD,0.8991000000000001,1482885741
4723,445432,WINSTONPEPE,1.0,USD,0.16200000000000003,1482894153
4724,445432,WINSTONPEPE,5.0,USD,0.81,1482894153
4725,445453,FRYPEPE,1.0,USD,0.81,1482904269
4726,445503,WINSTONPEPE,20.0,USD,3.24,1482930543
4727,445512,WINSTONPEPE,10.0,USD,1.62,1482934483
4728,445512,BITCOINPEPE,4.0,USD,18.144,1482934483
4729,445513,PROOFOFPEPE,1.0,USD,14.580000000000002,1482934537
4730,445515,PROOFOFPEPE,1.0,USD,14.580000000000002,1482936078
4731,445525,DUMBLEPEPE,1.0,USD,2.268,1482941152
4732,445548,TAJPEPE,2.0,USD,9.72,1482951821
4733,445548,PROOFOFPEPE,1.0,USD,16.200000000000003,1482951821
4734,445565,CICACOINPEPE,1.0,USD,1.4580000000000002,1482965321
4735,445576,PRINCESSPEPE,1.0,USD,2.268,1482968457
4736,445581,PEPEBRICK,1.0,USD,4.050000000000001,1482971908
4737,445581,TAJPEPE,1.0,USD,4.86,1482971908
4738,445590,BTCPEPE,1.0,USD,4.86,1482979359
4739,445590,BANKRUPTPEPE,1.0,USD,2.16594,1482979359
4740,445599,THEPEPE,100.0,USD,0.06318,1482984391
4741,445600,RAREPEPEPRTY,5.0,USD,4.050000000000001,1482984748
4742,445605,BTCPEPE,1.0,USD,4.86,1482988918
4743,445630,BTCPEPE,3.0,USD,18.72,1483003402
4744,445640,BTCPEPE,1.0,USD,6.24,1483008062
4745,445662,PEPEREPUBLIC,10000000.0,USD,5.2,1483021028
4746,445662,PEPERRR,2.0,USD,12.48,1483021028
4747,445671,BANKRUPTPEPE,1.0,USD,2.78096,1483025383
4748,445672,PEPEBUCKS,1.0,USD,1.56,1483026663
4749,445676,WINSTONPEPE,1.0,USD,0.20800000000000002,1483029969
4750,445677,ICQPEPE,1.0,USD,1.05,1483030882
4751,445682,ICQPEPE,1.0,USD,1.05,1483034871
4752,445689,PEPEREPUBLIC,32821142.0,USD,17.066993840000002,1483038292
4753,445689,PEPEBRICK,2.0,USD,10.4,1483038292
4754,445691,RUBEUSPEPE,1.0,USD,3.12,1483038958
4755,445691,RUBEUSPEPE,1.0,USD,2.496,1483038958
4756,445707,HILLARYPEPE,2.0,USD,1.04,1483043360
4757,445740,EGGPLANTPEPE,20.0,USD,4.16,1483066729
4758,445762,PARTYPEPE,1.0,USD,0.10400000000000001,1483078039
4759,445762,CULTOFPEPE,1.0,USD,0.0002496,1483078039
4760,445762,PEPETACO,3.0,USD,10.92,1483078039
4761,445769,PEPEZCASH,1.0,USD,0.052000000000000005,1483083248
4762,445772,INNOCOINBOT,1.0,USD,4.16,1483084709
4763,445773,STRIPERPEPE,1.0,USD,0.8096,1483084858
4764,445775,TOPCUCK,50.0,USD,0.6256,1483085105
4765,445809,WINSTONPEPE,2.0,USD,0.36800000000000005,1483104823
4766,445834,USD,2.3000000000000003,PEPEOFTHEUSA,10.0,1483116118
4767,445852,HYPNOPEPE,1.0,USD,0.9752000000000001,1483124994
4768,445852,USD,0.9384,XOBLORTPEPE,1.0,1483124994
4769,445877,USD,2.6220000000000003,WANTEDPEPE,5.0,1483138340
4770,445877,USD,6.0168,BTCPEPE,3.0,1483138340
4771,445882,BRIGHTONPEPE,5.0,USD,9.200000000000001,1483141794
4772,445882,BANKRUPTPEPE,1.0,USD,1.84,1483141794
4773,445888,PEPEBEEFTAXI,1.0,USD,9.200000000000001,1483144503
4774,445906,BRIGHTONPEPE,1.0,USD,1.84,1483154995
4775,445916,USD,1.84,TAJPEPE,2.0,1483160140
4776,445918,USD,2.7600000000000002,TAJPEPE,3.0,1483160363
4777,445947,STILLPEPE,2.0,USD,1.72,1483173501
4778,445947,WEAREALLPEPE,1.0,USD,1.72,1483173501
4779,445953,BAPEPE,1.0,USD,8.6,1483177909
4780,445959,BRIGHTONPEPE,5.0,USD,8.6,1483183225
4781,445959,PEPEBRICK,1.0,USD,4.3,1483183225
4782,445963,PEPEBRICK,4.0,USD,17.2,1483184834
4783,445970,PEPETANGCLAN,1.0,USD,0.5676,1483191597
4784,445970,BERNIEPEPE,1.0,USD,0.86,1483191597
4785,445970,ZOMBIEPEPES,100000.0,USD,0.0344,1483191597
4786,445974,PEPEGANDHI,1.0,USD,0.86,1483194506
4787,445975,TAJPEPE,1.0,USD,5.16,1483195103
4788,445981,CLASSICPEPE,6.0,USD,1.548,1483199612
4789,445985,MATADORPEPE,0.5,USD,0.86,1483200982
4790,445988,USD,0.17200000000000001,THEANCAPEPE,5.0,1483201945
4791,445988,USD,0.17200000000000001,THEANCAPEPE,5.0,1483201945
4792,445990,MAPEPENEMR,5.0,USD,2.58,1483202401
4793,445990,PEPECITY,2.0,USD,1.3760000000000001,1483202401
4794,445990,RAREPEPEPRTY,2.0,USD,1.72,1483202401
4795,445990,BITGIRLPEPE,10.0,USD,4.3,1483202401
4796,445990,CICACOINPEPE,10.0,USD,13.76,1483202401
4797,445990,DUMBLEPEPE,1.0,USD,2.58,1483202401
4798,445990,WINSTONPEPE,10.0,USD,1.72,1483202401
4799,446008,SUCHSHARE,10.0,USD,0.86,1483211811
4800,446008,PEPEDUCREUX,1.0,USD,0.34400000000000003,1483211811
4801,446008,USD,18.919999999999998,PEPEBRICK,4.0,1483211811
4802,446008,USD,3.44,PTSDPEPE,1.0,1483211811
4803,446027,ICQPEPE,1.0,USD,0.97,1483225334
4804,446053,USD,3.096,LIKEPEPEBRO,3.0,1483240435
4805,446053,LOVEISPEPE,1.0,USD,0.86,1483240435
4806,446053,VOLDEPEPE,1.0,USD,3.44,1483240435
4807,446053,CUBEPEPE,1.0,USD,3.0444,1483240435
4808,446061,USD,3.612,LIKEPEPEBRO,3.0,1483246097
4809,446063,PARTYPEPE,10.0,USD,0.86,1483246730
4810,446069,SPESSMUHPEPE,18.0,USD,0.3096,1483251876
4811,446075,USD,8.6,TAJPEPE,5.0,1483255271
4812,446079,USD,0.0559,PEPEKMONGO,5.0,1483256223
4813,446095,PEPEALIEN,1.0,USD,6.912,1483263878
4814,446095,LIKEPEPEBRO,1.0,USD,1.92,1483263878
4815,446137,PEPEREPUBLIC,100000.0,USD,0.048,1483282938
4816,446162,PEPEREPUBLIC,10000.0,USD,0.0048,1483295352
4817,446214,BACHELORPEPE,1.0,USD,38.4,1483329596
4818,446214,MAOISMPEPE,2.0,USD,5.76,1483329596
4819,446214,BEETLEPEPE,2.0,USD,4.339199999999999,1483329596
4820,446214,USD,1.152,BIGGIEPEPE,1.0,1483329596
